FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status,Text time,Text,0-20%,20-40%,40-60%,60-80%,80-100%,first10secs,first30secs,last10secs,last30secs,shortResponse,Interval1,Interval2,Overlap1,Overlap2,Volume1,Volume2,Volume3,Pause1,Pause2,Pause3,TalkLength,Speed1,Speed2,Speed3,Speed4,Speed5,Speed6,Pitch1,Pitch2,Pitch3,Pitch4,cs
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,125,4,10,3,1,9,10,-9,2023/01/09/12:50:08,00:04:08.0,00:04:10.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1.2,4.9,0,0,5,2,4.6,7.2,1.7,0.5,0,6,7.2,4.7,4.8,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,126,4,10,2,1,2,10,-1,2023/01/09/12:50:08,00:04:10.0,00:04:12.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2.8,5.7,0,0,5,2,5,6.1,8.3,1.5,2.1,6,5.5,4.5,5,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,127,4,10,2,1,2,10,0,2023/01/09/12:50:08,00:04:12.0,00:04:14.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,5,0,0,5,2,1.3,8.6,5,1,0,5,4.5,6.1,5.1,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,128,4,10,3,1,2,10,-3,2023/01/09/12:50:08,00:04:14.0,00:04:16.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1.8,4.6,0,0,5,2,2.4,5.3,5,1,0,7,9.1,5.8,5.3,4.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,129,4,10,2,1,2,10,-8,2023/01/09/12:50:08,00:04:16.0,00:04:18.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.1,5,0,0,5,2,3.6,7.7,6.5,0,0,0,5.7,5.6,5.6,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,130,4,10,2,1,9,10,-8,2023/01/09/12:50:08,00:04:18.0,00:04:20.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.5,4.9,0,0,5,2,7.2,6,0.7,0.5,0,10,6.5,4.3,4.3,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,131,4,9,2,1,2,9,-6,2023/01/09/12:50:08,00:04:20.0,00:04:22.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3,5.2,0,0,5,2,9.4,5.3,5.1,1.5,2.8,6,5.7,3.3,3.9,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,132,1,2,2,1,2,1,0,2023/01/09/12:50:08,00:04:22.0,00:04:24.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,3.8,6.3,0,0,5,2,1.5,0,5,2,0.6,5,6.5,3.9,5.5,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,133,1,7,7,1,2,1,0,2023/01/09/12:50:08,00:04:24.0,00:04:26.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,3.7,5.5,0,0,5,2,8.7,8.1,10,1,0,5,8.4,3.9,4,3.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,134,4,10,3,1,9,10,-2,2023/01/09/12:50:08,00:04:26.0,00:04:28.0,1,OK,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,2,5,0,0,5,2,0.9,5.3,4.5,0.5,0,6,9.3,5.8,3.9,3.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,135,4,10,2,1,2,10,-4,2023/01/09/12:50:08,00:04:28.0,00:04:30.0,1,OK,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.9,5.4,0,0,5,2,10,3.6,5,0.5,0,6,7.5,5,5.8,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,136,4,10,2,1,2,10,0,2023/01/09/12:50:08,00:04:30.0,00:04:32.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.1,4,0,0,5,2,10,4.2,5,0,0,0,5.1,4.4,4.9,6.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,137,4,4,2,1,2,4,-3,2023/01/09/12:50:08,00:04:32.0,00:04:34.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,3.1,5.5,0,0,5,2,5,6.5,5.4,1,0,5,5.1,3.3,4.6,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,138,1,7,7,1,2,1,2,2023/01/09/12:50:08,00:04:34.0,00:04:36.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,3.4,5.5,0,0,5,2,6.5,4.4,5,1.5,2.1,6,5.7,5.3,3.3,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,139,1,4,4,1,2,1,5,2023/01/09/12:50:08,00:04:36.0,00:04:38.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5.4,7.3,0,0,5,2,10,0,5,0.5,0,6,6.3,4.1,4.7,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,140,3,9,2,1,9,3,1,2023/01/09/12:50:08,00:04:38.0,00:04:40.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,4.1,4.7,0,0,5,2,5.6,7.3,4.3,1,0,5,5.9,3.8,5.4,6.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,141,3,9,4,1,9,3,-1,2023/01/09/12:50:08,00:04:40.0,00:04:42.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,3.9,5.2,0,0,5,2,3.1,6.4,3.2,1,0,5,5.1,3.2,5.3,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,142,1,7,7,1,2,3,3,2023/01/09/12:50:08,00:04:42.0,00:04:44.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,3.7,3.7,0,0,5,2,6.7,3.3,5,1.5,3.5,6,5,5.1,5.7,7.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,143,1,7,7,1,2,1,2,2023/01/09/12:50:08,00:04:44.0,00:04:46.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,3.8,6.2,0,0,5,2,8.5,0,5,1,0,7,6.5,4.5,5.4,5.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,144,1,4,4,1,2,3,-6,2023/01/09/12:50:08,00:04:46.0,00:04:48.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2,3.4,5,0,0,5,2,8.2,7.4,10,0.5,0,6,6.7,2.4,4.9,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,145,1,4,4,1,2,1,-1,2023/01/09/12:50:08,00:04:48.0,00:04:50.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9,4.9,4.3,0,0,5,2,4.3,4.5,4.6,1.5,2.1,6,6.5,2.7,5.2,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,146,4,3,2,1,2,3,2,2023/01/09/12:50:08,00:04:50.0,00:04:52.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,4.1,6.5,0,0,5,2,9.7,4.7,5,1.5,1.4,6,8.3,4.1,5.4,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,147,4,3,2,1,2,3,0,2023/01/09/12:50:08,00:04:52.0,00:04:54.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.7,3.7,4.5,0,0,5,2,6.6,6.6,9,1,0,5,8.5,3.9,4.7,6.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,148,4,10,2,1,2,10,-3,2023/01/09/12:50:08,00:04:54.0,00:04:56.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,4.6,0,0,5,2,8.8,7.1,4.8,0,0,0,8.5,4.6,4.6,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,149,4,10,2,1,2,10,1,2023/01/09/12:50:08,00:04:56.0,00:04:58.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,3.1,5.7,0,0,5,2,7.9,7.4,9.9,0.5,0,10,5.9,4.9,4.4,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,150,4,10,2,1,2,10,-11,2023/01/09/12:50:08,00:04:58.0,00:05:00.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.2,4.8,0,0,5,2,8.8,5.1,5,1,0,5,5.9,3.7,4.7,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,151,4,10,2,1,2,10,1,2023/01/09/12:50:08,00:05:00.0,00:05:02.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8,2.9,6,0,0,5,2,6.9,4.4,5,2,0.6,5,8.5,5.5,6.3,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,152,4,10,2,1,2,10,1,2023/01/09/12:50:08,00:05:02.0,00:05:04.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,3.1,4.3,0,0,5,2,8.3,8,9.5,0.5,0,6,3.2,4.9,4.5,4.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,153,3,9,4,1,9,3,-9,2023/01/09/12:50:08,00:05:04.0,00:05:06.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,3.5,4.5,0,0,5,2,7.3,6.1,0.8,0.5,0,10,5.5,1.7,4.8,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,154,4,10,3,1,2,10,-8,2023/01/09/12:50:08,00:05:06.0,00:05:08.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,2.8,4.7,0,0,5,2,7.4,4.7,5,1.5,1.4,10,5,2.3,4.9,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,155,4,9,3,1,2,9,0,2023/01/09/12:50:08,00:05:08.0,00:05:10.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8,2.6,4.3,0,0,5,2,9,5.2,5,1,0,5,2.6,5.5,5.6,6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,156,3,9,7,1,9,1,-1,2023/01/09/12:50:08,00:05:10.0,00:05:12.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2,3.4,6.3,0,0,5,2,9.9,5.1,1.8,1,0,7,6.5,4,4,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,157,4,4,2,1,2,4,-7,2023/01/09/12:50:08,00:05:12.0,00:05:14.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,2.5,4.2,0,0,5,2,8.1,6,5.5,1,0,7,4.8,2.9,5.2,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,158,4,4,3,1,2,4,-14,2023/01/09/12:50:08,00:05:14.0,00:05:16.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.9,4.9,0,0,5,2,4.7,6,7,0.5,0,6,8,3.5,5.3,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,159,4,10,2,1,2,10,-12,2023/01/09/12:50:08,00:05:16.0,00:05:18.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,0.7,5.1,0,0,5,2,9.6,3.6,5,1.5,1.4,6,7.8,5.8,5.6,6.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,160,4,10,2,1,2,10,-9,2023/01/09/12:50:08,00:05:18.0,00:05:20.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1.1,5.2,0,0,5,2,6.7,5.5,4.9,1.5,2.1,6,9.1,5.3,3.8,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,161,1,4,4,1,2,3,-2,2023/01/09/12:50:08,00:05:20.0,00:05:22.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,4.3,5.8,0,0,5,2,5.4,7.3,5.9,0.5,0,6,7.2,2.8,4.7,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,162,1,7,7,1,2,3,5,2023/01/09/12:50:08,00:05:22.0,00:05:24.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,4.3,5.2,0,0,5,2,10,0,5,1,0,7,9.1,5.4,5.1,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,163,1,7,7,1,2,1,3,2023/01/09/12:50:08,00:05:24.0,00:05:26.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2,3.8,3.4,0,0,5,2,9.1,4.2,5,0,0,0,5.7,5,4.8,6.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,164,3,9,4,1,9,1,-2,2023/01/09/12:50:08,00:05:26.0,00:05:28.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,3.9,4.6,0,0,5,2,8,5.1,3.9,1,0,5,7.5,3.1,5.9,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,165,4,3,2,1,2,3,6,2023/01/09/12:50:08,00:05:28.0,00:05:30.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,4.5,6.9,0,0,5,2,5.6,4.4,5,1,0,5,5.9,5.5,3.2,4.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,166,1,4,4,1,2,1,0,2023/01/09/12:50:08,00:05:30.0,00:05:32.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4.8,4,0,0,5,2,7.6,7.9,4.8,1,0,5,5.7,3.1,4.6,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,167,3,9,4,1,9,1,6,2023/01/09/12:50:08,00:05:32.0,00:05:34.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,6.3,4.9,0,0,5,2,1,8.1,5.8,1,0,5,6.5,3.9,5.7,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,168,1,7,7,1,2,1,2,2023/01/09/12:50:08,00:05:34.0,00:05:36.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,4.4,4.6,0,0,5,2,0.9,5.1,5,0.5,0,6,0,3.9,5.1,6.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,169,3,9,4,1,9,1,11,2023/01/09/12:50:08,00:05:36.0,00:05:38.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,6.6,2.2,0,0,5,2,6.1,6.6,5,1.5,0.7,10,0,6.1,5.9,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,170,4,10,2,1,2,10,-2,2023/01/09/12:50:08,00:05:38.0,00:05:40.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,2.2,4.5,0,0,5,2,0,0,5,1.5,0.7,10,0,5.5,5.7,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,171,3,9,4,1,9,1,7,2023/01/09/12:50:08,00:05:40.0,00:05:42.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5.9,7.5,0,0,5,2,6,5,5,1,0,5,0,4.7,6.2,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,172,3,9,4,1,9,1,7,2023/01/09/12:50:08,00:05:42.0,00:05:44.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2,6.4,4.3,0,0,5,2,4.8,7.5,0.7,0.5,0,6,5.3,4.5,6,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,173,1,7,7,1,2,1,7,2023/01/09/12:50:08,00:05:44.0,00:05:46.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.7,5.1,3.5,0,0,5,2,6.8,0,5,1,0,7,6.5,5.4,6.7,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,174,1,4,4,1,2,1,5,2023/01/09/12:50:08,00:05:46.0,00:05:48.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9,5,4.7,0,0,5,2,0.7,0,5,1.5,0.7,6,5.1,4.6,5.4,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,175,4,10,2,1,2,10,-2,2023/01/09/12:50:08,00:05:48.0,00:05:50.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,2.3,5.5,0,0,5,2,2.8,0,5,1.5,1.4,6,8.3,5.1,4.4,3.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,176,4,4,2,1,2,4,-6,2023/01/09/12:50:08,00:05:50.0,00:05:52.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7,2.1,4.7,0,0,5,2,10,0,5,1,0,5,3.9,3.8,5.7,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,177,1,7,7,1,2,1,5,2023/01/09/12:50:08,00:05:52.0,00:05:54.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,3.9,3.9,0,0,5,2,4.5,1,5,0.5,0,10,5.1,6,4.3,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,178,4,4,2,1,2,4,-13,2023/01/09/12:50:08,00:05:54.0,00:05:56.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0.9,5.3,0,0,5,2,10,2.7,5,1.5,0.7,6,5.9,4,4.7,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,179,4,9,2,1,2,9,0,2023/01/09/12:50:08,00:05:56.0,00:05:58.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8,2.5,4.6,0,0,5,2,8.5,0,5,1,0,5,0,5.9,3.2,3.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,180,4,9,3,1,2,9,-2,2023/01/09/12:50:08,00:05:58.0,00:06:00.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4,1.9,4.7,0,0,5,2,10,0,5,0,0,0,0,5.9,4.3,5.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,181,4,10,2,1,2,10,-6,2023/01/09/12:50:08,00:06:00.0,00:06:02.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4,1.4,5.2,0,0,5,2,0,0,5,0.5,0,10,6.5,5.6,5.4,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,182,4,10,3,1,2,10,-10,2023/01/09/12:50:08,00:06:02.0,00:06:04.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3,1.2,4.5,0,0,5,2,8.2,5.2,5,0.5,0,10,6.7,4.1,5,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,183,4,10,2,1,2,10,-14,2023/01/09/12:50:08,00:06:04.0,00:06:06.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7,0.7,5.1,0,0,5,2,9.9,1.4,5,1,0,5,8.3,4.8,5.3,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,184,4,4,2,1,2,4,-8,2023/01/09/12:50:08,00:06:06.0,00:06:08.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3,1.8,5.4,0,0,5,2,6.8,0,5,0,0,0,3.2,3.4,4.4,4.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,185,4,10,2,1,2,10,-4,2023/01/09/12:50:08,00:06:08.0,00:06:10.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,2,4.8,0,0,5,2,2.8,6.7,5.5,0.5,0,10,4,5,6,3.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,186,4,10,2,1,9,10,-9,2023/01/09/12:50:08,00:06:10.0,00:06:12.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1,5,0,0,5,2,5.1,6.4,4.2,1,0,7,9.1,5.7,6.4,7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,187,4,10,2,1,9,10,-11,2023/01/09/12:50:08,00:06:12.0,00:06:14.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9,0.9,4.9,0,0,5,2,4.6,6.6,3.9,0,0,0,9.1,5.4,4.3,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,188,4,10,2,1,2,10,-12,2023/01/09/12:50:08,00:06:14.0,00:06:16.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6,0.9,5,0,0,5,2,3.8,5.1,6.5,0.5,0,10,8.3,4.7,5.6,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,189,4,10,2,1,2,10,-17,2023/01/09/12:50:08,00:06:16.0,00:06:18.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4,0.4,5,0,0,5,2,8.6,4.1,4.6,1.5,2.8,10,5.9,5.7,3.7,3.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,190,4,10,2,0,2,10,-13,2023/01/09/12:50:08,00:06:18.0,00:06:20.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7,0.8,5.2,0,0,5,2,3.8,0,5,1,0,7,8.3,4.8,6.2,5.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,191,4,10,2,1,2,10,-3,2023/01/09/12:50:08,00:06:20.0,00:06:22.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,1.6,5.1,0,0,5,2,0,0,5,1.5,2.8,6,9.5,6.8,5.5,6.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\Bus Driver Appears to be Physical, Violent Toward Girl With Autism.wav,192,4,9,2,1,2,9,0,2023/01/09/12:50:08,00:06:22.0,00:06:24.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2,2,5,0,0,5,2,8.8,8.5,10,0.5,0,10,9.5,7.2,3,5.3,0
